sentence_id|generated_sentence|language
LJ010-0165|but he came as a lad to London, and took service as a pot-boy to a publican.|English
LJ010-0166|From this he was promoted to barman, and as such had charge of the business in various public-houses.|English
LJ010-0167|He left his last situation in April eighteen forty, and established himself in lodgings in Lambeth,|English
LJ010-0168|after which he devoted himself to pistol practice in shooting-galleries, sometimes in Leicester Square,|English
LJ010-0169|sometimes in the Strand, or the West End.|English
LJ010-0170|His acquaintances often asked his object in this, but he kept his own counsel till the tenth June.|English
LJ010-0171|On that day Oxford was on the watch at Buckingham Palace.|English
LJ010-0172|He saw Prince Albert return there from a visit to Woolwich, and then passed on to Constitution Hill,|English
LJ010-0173|where he waited till four p.m., the time at which the Queen and Prince Consort usually took an afternoon drive.|English
LJ010-0174|About six p.m. the royal carriage, a low open vehicle drawn by four horses, ridden by postilions, left the palace.|English
LJ010-0175|Oxford, who had been pacing backwards and forwards with his hands under the lapels of his coat, saw the carriage approach.|English
LJ010-0176|He was on the right or north side of the road. Prince Albert occupied the same side of the carriage, the Queen the left.|English
LJ010-0177|As the carriage came up to him Oxford turned, put his hand into his breast, drew a pistol, and fired at the Queen.|English
LJ010-0178|The shot missed, and as the carriage passed on, Oxford drew a second pistol and fired again.|English
LJ010-0179|The Queen saw this second movement, and stooped to avoid the shot;|English
LJ010-0180|the Prince too rose to shield her with his person. Again, providentially, the bullet went wide of the mark,|English
LJ010-0181|and the royal party drove back to Clarence House, the Queen being anxious to give the first news of the outrage and of her safety to her mother,|English
LJ010-0182|the Duchess of Kent.|English
LJ010-0183|Meanwhile the pistol-shots had attracted the attention of the bystanders, of whom there was a fair collection, as usual, waiting to see the Queen pass.|English
LJ010-0184|Oxford was seized by a person named Lowe, who was at first mistaken for the assailant.|English
LJ010-0185|"But Oxford at once assumed the responsibility for his crime, saying, ""It was I. I did it. I'll give myself up."|English
LJ010-0186|There is no occasion to use violence. I will go with you.|English
LJ010-0187|He was taken into custody, and removed first to a police cell, thence committed to Newgate, after he had been examined before the Privy Council.|English
LJ010-0188|Oxford expressed little anxiety or concern.|English
LJ010-0189|He asked more than once whether the Queen was hurt, and acknowledged that the pistols were loaded with ball.|English
LJ010-0190|A craze for notoriety, to be achieved at any cost, was the one absorbing idea in young Oxford's disordered brain.|English
LJ010-0191|After his arrest he thought only of the excitement his attempt had raised, nothing of its atrocity,|English
LJ010-0192|or of the fatal consequences which might have ensued.|English
LJ010-0193|When brought to trial he hardly realized his position,|English
LJ010-0194|but gazed with complacency around the crowded court, and eagerly inquired what persons of distinction were present.|English
LJ010-0195|He smiled continually, and when the indictment was read, burst into loud and discordant fits of laughter.|English
LJ010-0196|These antics may have been assumed to bear out the plea of insanity set up in his defense,|English
LJ010-0197|but that there was madness in his family, and that he himself was of unsound mind, could not be well denied.|English
LJ010-0198|His father, it was proved in evidence, had been at times quite mad; and Oxford's mental state might be inferred from his own proceedings.|English
LJ010-0199|Among his papers was found a curious document, purporting to be the rules of an association called|English
LJ010-0200|Young England, which Oxford had evolved out of his own inflated self-conceit, and which had never any real corporeal existence.|English
LJ010-0201|Young England was a secret society, with no aim or object.|English
LJ010-0202|Its sworn members, known only to Oxford, and all of them mere shadows,|English
LJ010-0203|were bound to provide themselves with sword, rifle, dagger, and a pair of pistols;|English
LJ010-0204|to wear a black crape mask, to obey punctually the orders of their commander-in-chief,|English
LJ010-0205|and to assume any disguise, if required to go into the country on the business of the association.|English
LJ010-0206|"The officers of the society were to be known only by ""factitious names."""|English
LJ010-0207|Thus, among the presidents were those of Gowrie, Justinian, Aloman, Colsman, Kenneth, and Godfrey;|English
LJ010-0208|Hannibal and Ethelred were on the council; Anthony, Augustus, and Frederic were among the generals;|English
LJ010-0209|Louis and Amadeus among the captains; and Hercules, Neptune, and Mars among the lieutenants of the association.|English
LJ010-0210|The various grades were distinguished by cockades and bows of different colors.|English
LJ010-0211|The society was supposed to meet regularly, and its proceedings, together with the speeches made, were duly recorded.|English
LJ010-0212|With Oxford's other papers were found letters from the secretary, written as it seemed by Oxford to himself, after the manner of Mr. Toots,|English
LJ010-0213|all of which declared their approval of the commander-in-chief.|English
LJ010-0214|"One expressed pleasure that Oxford improved so much in speaking, and declared that his (Oxford's) speech the last time ""was beautiful."""|English
LJ010-0215|"This letter went on to say that a new member had been introduced by Lt. Mars, ""a fine, tall, gentlemanly young man,"|English
LJ010-0216|and it is said that he is a military officer, but his name has not yet transpired.|English
LJ010-0217|Soon after he was introduced we were alarmed by a violent knocking at the door;|English
LJ010-0218|in an instant our faces were covered, we cocked our pistols, and with drawn swords stood waiting to receive the enemy.|English
LJ010-0219|While one stood over the fire with the papers, another stood with lighted torch to fire the house.|English
